date,temp_moyenne,temp_min,temp_max,precipitations,neige,direction_vent,vitesse_vent,rafales_vent,pression,ensoleillement
2025-05-11,17.9,13.2,24.6,9.9,,,11.0,34.0,1010.5,349.0
2025-05-12,15.7,12.8,19.4,1.6,,,9.6,33.0,1011.6,219.0
2025-05-13,16.0,10.6,21.4,0.6,,,4.5,30.0,1015.9,226.0
2025-05-14,18.0,11.3,24.1,0.0,,,7.2,37.0,1017.1,489.0
2025-05-15,14.5,9.0,19.7,0.0,,,15.7,51.8,1019.6,468.0
2025-05-16,14.4,9.0,19.7,0.0,,,14.0,42.0,1021.5,742.0
2025-05-17,14.1,9.0,19.6,0.0,,,12.7,42.0,1020.0,243.0
2025-05-18,15.1,8.9,20.7,0.0,,,8.2,33.3,1018.5,541.0
2025-05-19,16.5,9.0,23.3,0.0,,,10.0,33.3,1016.5,560.0
2025-05-20,19.1,12.2,25.3,0.0,,,12.1,45.0,1016.5,597.0
2025-05-21,14.7,11.6,18.1,7.7,,,6.9,29.6,1016.0,38.0
2025-05-22,13.3,8.0,18.3,0.7,,,13.0,44.0,1017.1,384.0
2025-05-23,13.3,8.0,18.2,0.0,,,9.1,32.0,1019.9,569.0
2025-05-24,14.1,8.6,20.3,0.0,,,10.9,45.0,1018.4,46.0
2025-05-25,16.8,13.8,21.4,3.2,,,17.0,50.0,1015.1,122.0
2025-05-26,14.3,9.8,17.9,0.0,,,12.2,42.0,1020.5,220.0
2025-05-27,15.6,11.9,19.7,0.4,,,18.1,44.0,1020.0,38.0
2025-05-28,16.8,13.5,21.0,3.2,,,19.3,55.0,1020.1,151.0
2025-05-29,18.0,11.3,24.0,0.0,,,9.7,33.0,1023.8,361.0
2025-05-30,22.1,13.9,29.2,0.0,,,6.7,29.6,1020.9,655.0
2025-05-31,23.0,17.6,30.3,2.4,,,9.1,36.0,1017.4,287.0
2025-06-01,18.9,15.4,23.6,2.0,,,9.0,36.0,1016.6,168.0
2025-06-02,18.0,13.6,21.8,0.0,,,8.8,31.5,1017.8,309.0
2025-06-03,19.0,12.6,23.9,0.0,,,13.4,43.0,1012.6,586.0
2025-06-04,16.7,13.2,20.7,1.1,,,11.6,33.0,1009.9,91.0
2025-06-05,15.7,12.8,19.7,8.3,,,19.9,59.0,1010.2,26.0
2025-06-06,16.9,13.7,20.5,5.4,,,17.4,48.2,1011.4,169.0
2025-06-07,15.8,13.6,19.2,13.5,,,18.5,44.0,1011.7,47.0
2025-06-08,15.1,11.9,18.3,1.8,,,16.5,49.0,1018.5,332.0
2025-06-09,16.1,9.9,21.7,0.0,,,6.0,30.0,1023.6,481.0
2025-06-10,18.3,12.3,24.1,0.0,,,8.6,35.0,1019.6,612.0
2025-06-11,20.8,13.6,27.6,0.0,,,10.0,34.0,1018.6,693.0
2025-06-12,24.6,17.9,31.2,0.0,,,12.3,40.0,1013.4,557.0
2025-06-13,26.5,20.5,33.0,8.9,,,10.3,63.0,1016.8,528.0
2025-06-14,23.4,19.9,27.4,0.8,,,10.3,36.0,1017.4,311.0
2025-06-15,19.3,17.1,22.8,0.0,,,11.0,39.0,1023.2,192.0
2025-06-16,19.8,12.6,26.3,0.0,,,7.1,31.0,1027.6,667.0
2025-06-17,22.9,15.6,28.9,0.0,,,8.2,29.0,1025.4,670.0
2025-06-18,23.1,16.0,29.3,0.0,,,9.4,38.0,1024.7,825.0
2025-06-19,23.8,17.4,29.5,0.0,,,13.9,35.0,1024.2,883.0
2025-06-20,25.7,19.4,32.0,0.0,,,11.0,32.0,1022.0,875.0
2025-06-21,27.6,19.5,35.3,0.0,,,7.7,27.8,1018.7,871.0
2025-06-22,26.9,21.5,35.7,0.2,,,10.1,38.0,1016.6,745.0
2025-06-23,23.2,17.8,38.0,0.0,,,13.7,44.0,1017.0,800.0
2025-06-24,23.9,14.4,38.6,0.0,,,8.6,41.0,1016.8,835.0
2025-06-25,26.1,18.9,34.7,0.0,,,9.0,35.0,1013.1,753.0
2025-06-26,22.3,18.3,25.6,2.8,,,14.7,45.0,1015.8,649.0
2025-06-27,22.8,18.2,26.9,0.1,,,9.6,38.0,1023.0,633.0
2025-06-28,24.9,19.2,30.5,0.0,,,6.8,25.9,1025.5,650.0
2025-06-29,24.6,18.3,30.1,0.0,,,8.8,30.0,1024.3,873.0
2025-06-30,28.0,20.2,35.2,0.0,,,7.8,26.0,1017.9,858.0
2025-07-01,31.8,24.0,37.8,0.0,,,7.6,33.0,1014.6,855.0
2025-07-02,26.0,19.6,34.5,18.4,,,12.6,58.0,1015.8,685.0
2025-07-03,20.6,15.6,25.8,0.0,,,11.5,35.2,1025.4,870.0
2025-07-04,21.9,15.4,27.8,0.0,,,8.9,27.8,1026.9,890.0
