date,temp_moyenne,temp_min,temp_max,precipitations,neige,direction_vent,vitesse_vent,rafales_vent,pression,ensoleillement
2024-06-14,17.0,13.4,22.7,0.2,,,15.1,57.0,1007.6,119.0
2024-06-15,15.0,11.6,17.2,3.0,,,17.8,59.0,1007.7,221.0
2024-06-16,15.5,13.2,18.5,3.0,,,13.4,44.0,1007.9,41.0
2024-06-17,18.8,14.6,24.3,12.4,,,8.4,31.0,1011.6,141.0
2024-06-18,19.6,16.5,24.5,4.2,,,8.1,38.9,1011.9,30.0
2024-06-19,18.6,16.4,21.7,0.0,,,14.1,48.2,1016.1,105.0
2024-06-20,19.3,16.5,22.8,2.4,,,9.7,31.0,1016.6,53.0
2024-06-21,19.6,17.0,23.8,5.4,,,7.2,30.0,1014.7,142.0
2024-06-22,17.7,13.7,21.0,1.4,,,12.0,48.0,1015.5,157.0
2024-06-23,19.1,13.6,24.5,0.0,,,6.0,26.0,1020.2,579.0
2024-06-24,22.5,15.7,28.4,0.0,,,8.7,31.5,1018.5,578.0
2024-06-25,24.7,18.4,30.4,0.0,,,9.6,31.0,1013.3,608.0
2024-06-26,25.5,20.1,30.2,0.0,,,8.3,31.0,1010.5,527.0
2024-06-27,25.3,20.1,30.8,0.0,,,10.4,41.0,1010.6,483.0
2024-06-28,19.6,15.0,24.6,0.0,,,9.2,33.0,1017.5,610.0
2024-06-29,19.3,15.1,23.5,3.8,,,14.4,50.0,1013.0,157.0
2024-06-30,19.6,15.2,23.3,2.4,,,11.0,31.5,1012.4,192.0
2024-07-01,18.3,15.3,20.5,0.0,,,11.5,33.0,1017.9,272.0
2024-07-02,17.5,15.2,21.3,0.0,,,9.8,33.0,1018.2,63.0
2024-07-03,17.1,14.0,20.7,0.0,,,10.3,44.0,1013.2,77.0
2024-07-04,18.4,14.8,21.7,0.0,,,13.1,50.0,1012.3,322.0
2024-07-05,19.9,13.5,26.8,0.0,,,11.0,35.0,1012.2,371.0
2024-07-06,18.2,14.9,21.3,1.0,,,13.2,50.0,1007.6,280.0
2024-07-07,17.1,11.4,21.4,0.0,,,9.5,52.0,1014.6,291.0
2024-07-08,19.7,13.3,26.1,0.0,,,6.5,27.8,1015.8,186.0
2024-07-09,21.5,17.6,25.0,2.0,,,8.5,35.0,1012.6,247.0
2024-07-10,22.0,19.2,25.8,0.0,,,10.5,44.0,1016.1,221.0
2024-07-11,21.2,17.1,24.4,10.7,,,8.1,28.0,1017.4,259.0
2024-07-12,16.7,14.3,21.0,1.2,,,12.2,39.0,1014.2,56.0
2024-07-13,17.2,13.1,22.8,0.2,,,5.8,35.0,1014.8,282.0
2024-07-14,18.5,12.5,23.0,0.0,,,6.3,25.9,1013.6,394.0
2024-07-15,21.1,14.2,26.8,4.8,,,9.2,48.0,1009.7,289.0
2024-07-16,19.3,15.1,22.7,0.6,,,19.1,50.0,1014.0,239.0
2024-07-17,20.9,15.2,25.8,0.0,,,4.9,26.0,1020.7,519.0
2024-07-18,24.0,17.0,29.6,0.0,,,5.6,27.8,1020.0,503.0
2024-07-19,27.1,20.1,34.1,0.0,,,6.0,22.0,1016.5,406.0
2024-07-20,26.1,18.0,30.9,2.1,,,9.0,33.0,1009.4,400.0
2024-07-21,22.4,19.7,25.9,0.0,,,10.4,42.0,1010.2,184.0
2024-07-22,20.2,15.3,25.6,0.0,,,10.7,35.0,1019.3,240.0
2024-07-23,20.3,17.0,23.2,0.6,,,11.8,41.0,1020.2,169.0
2024-07-24,20.4,16.0,25.3,0.0,,,6.2,25.9,1021.6,345.0
2024-07-25,23.1,18.3,28.4,0.0,,,8.5,35.0,1014.9,299.0
2024-07-26,20.7,18.7,22.6,19.6,,,4.8,28.0,1012.7,26.0
2024-07-27,18.0,16.6,20.0,5.2,,,6.0,28.0,1015.3,8.0
2024-07-28,19.6,13.1,25.4,0.2,,,8.1,33.0,1024.0,619.0
2024-07-29,23.9,16.7,31.3,0.0,,,8.8,31.0,1019.9,620.0
2024-07-30,28.3,21.2,35.8,0.0,,,4.8,20.4,1014.7,502.0
2024-07-31,26.3,21.3,32.1,14.0,,,6.5,37.0,1012.7,292.0
2024-08-01,25.7,20.6,29.9,11.9,,,7.8,42.0,1011.5,269.0
2024-08-02,23.1,19.6,27.7,10.2,,,8.1,41.0,1013.0,403.0
2024-08-03,20.7,16.8,24.3,0.6,,,9.9,31.0,1015.2,221.0
2024-08-04,21.0,17.4,24.5,0.0,,,8.3,30.0,1016.2,343.0
2024-08-05,23.0,16.0,29.6,0.0,,,7.0,31.5,1014.5,671.0
2024-08-06,23.7,17.4,29.3,0.0,,,9.1,35.0,1011.6,522.0
2024-08-07,20.6,16.3,23.9,0.0,,,10.0,31.0,1014.6,366.0
2024-08-08,22.5,17.5,27.5,0.0,,,7.7,35.0,1017.5,390.0
2024-08-09,22.7,19.1,26.6,0.0,,,10.5,37.0,1018.1,263.0
2024-08-10,23.2,16.2,29.5,0.0,,,7.0,24.1,1021.5,589.0
2024-08-11,25.9,18.4,32.3,0.0,,,8.9,31.5,1018.4,621.0
2024-08-12,27.9,20.9,35.3,0.0,,,11.5,31.5,1010.2,559.0
2024-08-13,23.8,20.9,26.4,0.0,,,7.9,31.0,1010.5,194.0
2024-08-14,23.7,20.4,27.4,0.0,,,7.3,37.0,1013.1,185.0
2024-08-15,23.1,19.5,27.1,0.0,,,9.4,33.3,1018.0,414.0
2024-08-16,22.3,18.2,26.1,0.0,,,10.1,31.0,1017.2,134.0
2024-08-17,20.7,18.2,23.3,43.6,,,6.9,30.0,1013.8,0.0
2024-08-18,17.8,14.9,20.7,0.0,,,12.6,35.0,1015.1,252.0
2024-08-19,18.4,13.3,23.4,0.2,,,5.6,24.1,1018.5,542.0
2024-08-20,18.2,14.0,24.4,4.9,,,11.1,55.0,1014.0,183.0
2024-08-21,17.1,12.4,22.2,0.0,,,8.4,31.5,1020.2,413.0
2024-08-22,19.1,12.2,25.9,0.0,,,10.8,41.0,1014.3,574.0
2024-08-23,21.2,16.7,25.8,0.0,,,13.5,50.0,1010.8,67.0
2024-08-24,22.3,16.6,29.6,1.8,,,13.9,65.0,1009.0,309.0
2024-08-25,17.2,11.9,21.8,0.0,,,8.7,37.0,1022.1,486.0
2024-08-26,18.6,12.6,24.1,0.0,,,6.4,20.4,1022.8,539.0
2024-08-27,21.1,15.0,27.9,0.0,,,6.2,24.1,1019.4,647.0
2024-08-28,23.8,16.5,32.2,0.0,,,7.2,22.2,1014.2,511.0
2024-08-29,22.1,18.0,25.0,0.0,,,11.0,20.4,1017.7,334.0
2024-08-30,18.0,17.0,19.5,7.6,,,13.8,27.8,1019.9,433.0
2024-08-31,19.6,15.6,24.5,4.1,,,10.3,22.2,1018.4,485.0
2024-09-01,23.1,18.8,28.7,0.0,,,9.0,22.2,1013.1,494.0
2024-09-02,21.3,17.8,25.9,0.2,,,8.2,22.2,1013.5,491.0
2024-09-03,20.0,18.2,21.6,0.6,,,8.2,28.0,1015.1,450.0
2024-09-04,19.3,17.1,22.1,7.3,,,8.9,28.0,1016.4,274.0
2024-09-05,16.5,14.7,18.7,13.1,,,10.5,35.0,1010.7,30.0
2024-09-06,17.8,12.9,23.4,0.2,,,6.2,28.0,1011.0,298.0
2024-09-07,18.8,16.9,21.9,0.8,,,7.3,37.0,1009.5,84.0
2024-09-08,16.7,13.3,21.6,5.4,,,13.5,44.0,1009.3,65.0
2024-09-09,16.3,15.1,18.1,0.2,,,12.2,46.0,1010.6,43.0
2024-09-10,15.2,11.9,18.4,0.0,,,14.0,52.0,1015.7,124.0
2024-09-11,14.6,12.0,17.2,0.4,,,11.7,50.0,1011.4,181.0
2024-09-12,11.7,9.1,15.1,6.8,,,8.9,46.0,1016.1,347.0
2024-09-13,12.1,8.0,16.4,0.2,,,12.4,41.0,1025.5,270.0
2024-09-14,13.1,8.7,17.5,0.0,,,7.6,31.0,1031.4,416.0
2024-09-15,14.1,8.8,19.9,0.0,,,6.3,31.0,1028.5,561.0
2024-09-16,16.5,12.9,19.6,0.0,,,10.9,39.0,1026.2,213.0
2024-09-17,16.7,13.9,21.3,0.0,,,18.0,44.0,1025.3,163.0
2024-09-18,18.7,14.1,23.8,0.2,,,15.1,46.0,1021.7,364.0
2024-09-19,20.2,15.4,25.8,0.0,,,14.2,46.0,1018.5,520.0
2024-09-20,18.8,14.6,24.1,5.5,,,8.4,28.0,1017.1,305.0
2024-09-21,19.2,15.0,23.9,1.1,,,7.9,30.0,1016.7,210.0
2024-09-22,18.1,16.3,20.2,6.9,,,8.2,26.0,1012.9,8.0
2024-09-23,15.7,13.6,19.6,5.8,,,10.1,35.0,1009.0,112.0
2024-09-24,15.2,13.8,17.6,0.2,,,12.1,44.0,1006.6,24.0
2024-09-25,14.7,13.2,15.9,15.1,,,10.0,39.0,1004.1,0.0
2024-09-26,16.0,14.1,19.6,23.0,,,14.8,57.4,994.7,19.0
2024-09-27,13.5,11.5,16.9,3.2,,,16.4,55.0,1003.0,148.0
2024-09-28,11.5,8.4,15.3,1.2,,,8.0,30.0,1022.8,327.0
2024-09-29,9.9,6.5,13.4,0.0,,,8.2,22.0,1024.0,136.0
2024-09-30,14.9,12.0,18.0,0.0,,,16.4,61.0,1012.0,12.0
2024-10-01,14.6,12.1,17.7,0.0,,,10.2,35.2,1011.2,194.0
2024-10-02,13.8,13.2,15.0,1.6,,,12.2,35.0,1009.7,73.0
2024-10-03,12.2,10.5,14.1,0.0,,,14.9,33.0,1016.7,125.0
2024-10-04,11.5,7.4,17.2,0.2,,,8.1,31.5,1020.4,386.0
2024-10-05,12.2,7.6,17.8,0.2,,,8.4,39.0,1016.8,461.0
2024-10-06,13.2,10.5,17.0,2.4,,,11.1,28.0,1004.9,2.0
2024-10-07,15.6,13.2,17.0,7.4,,,8.9,37.0,1001.8,23.0
2024-10-08,15.5,12.9,19.2,3.0,,,13.4,59.3,999.7,138.0
2024-10-09,14.5,12.4,16.5,73.6,,,13.3,61.1,989.5,3.0
2024-10-10,13.7,12.0,17.6,1.6,,,11.3,79.6,1002.5,83.0
2024-10-11,11.1,8.0,15.3,0.0,,,7.4,24.0,1016.5,309.0
2024-10-12,11.7,8.6,15.0,0.6,,,7.8,26.0,1011.0,24.0
2024-10-13,13.1,10.0,15.7,0.0,,,7.0,33.0,1018.1,293.0
2024-10-14,14.5,10.6,19.1,0.0,,,7.5,33.0,1016.4,156.0
2024-10-15,15.7,12.5,18.8,0.2,,,8.2,28.0,1014.4,29.0
2024-10-16,19.3,15.2,25.8,3.9,,,11.3,44.0,1005.9,290.0
2024-10-17,17.2,14.9,18.7,10.9,,,9.0,42.0,1010.5,9.0
2024-10-18,13.9,12.8,14.9,0.0,,,10.7,33.0,1015.1,6.0
2024-10-19,13.6,11.0,16.4,1.8,,,10.6,33.0,1016.1,1.0
2024-10-20,15.4,12.4,18.8,0.0,,,12.0,39.0,1019.2,26.0
2024-10-21,17.3,13.6,19.8,0.8,,,8.9,31.5,1021.7,195.0
2024-10-22,13.5,11.3,16.8,0.2,,,7.3,28.0,1030.4,238.0
2024-10-23,12.5,9.1,18.0,0.2,,,6.2,26.0,1033.0,358.0
2024-10-24,12.7,8.1,18.8,0.2,,,8.3,24.0,1022.8,371.0
2024-10-25,15.0,11.9,19.9,0.4,,,9.3,31.0,1016.5,165.0
2024-10-26,15.7,13.7,18.1,0.2,,,4.9,26.0,1015.3,63.0
2024-10-27,15.2,13.9,16.7,0.6,,,7.5,30.0,1021.2,30.0
2024-10-28,13.5,11.7,16.4,0.2,,,5.7,18.5,1026.5,102.0
2024-10-29,11.6,10.5,13.3,0.0,,,5.4,17.0,1027.3,113.0
2024-10-30,12.5,11.2,13.9,0.0,,,7.1,26.0,1027.8,53.0
2024-10-31,11.2,10.4,12.9,0.0,,,6.2,20.4,1027.4,147.0
2024-11-01,10.0,8.9,11.2,0.0,,,5.3,24.0,1026.1,94.0
2024-11-02,11.1,10.0,12.3,0.0,,,9.9,30.0,1028.4,29.0
2024-11-03,10.1,7.9,11.6,0.0,,,9.4,28.0,1028.1,183.0
2024-11-04,9.5,6.0,15.0,0.0,,,5.5,18.0,1024.9,319.0
2024-11-05,10.0,8.0,12.3,0.0,,,5.0,15.0,1023.8,26.0
2024-11-06,10.7,9.5,12.0,0.0,,,8.3,22.0,1029.9,15.0
2024-11-07,11.0,8.8,12.3,0.0,,,7.8,24.0,1029.6,8.0
2024-11-08,8.8,7.4,9.9,0.0,,,6.7,22.2,1025.4,10.0
2024-11-09,10.3,9.5,11.3,0.0,,,4.4,15.0,1024.1,90.0
2024-11-10,10.7,8.0,11.9,0.0,,,9.6,29.6,1028.1,0.0
2024-11-11,10.1,7.2,12.9,0.2,,,9.6,35.0,1032.5,11.0
2024-11-12,9.5,8.3,10.5,0.8,,,16.7,48.0,1029.6,52.0
2024-11-13,8.7,7.3,9.5,0.0,,,12.2,31.0,1032.0,64.0
2024-11-14,9.9,7.6,12.7,0.0,,,7.2,26.0,1030.3,34.0
2024-11-15,9.8,8.8,10.8,0.0,,,6.6,21.0,1027.6,91.0
2024-11-16,7.9,5.3,9.6,0.0,,,6.8,18.0,1022.2,150.0
2024-11-17,7.3,4.8,9.8,0.2,,,9.4,31.0,1018.2,11.0
2024-11-18,8.6,6.4,10.5,5.0,,,19.4,42.0,1013.5,0.0
2024-11-19,10.1,6.3,11.9,15.1,,,24.9,57.4,1001.5,0.0
2024-11-20,4.1,1.3,6.8,0.5,,,13.8,42.0,1009.4,261.0
2024-11-21,0.8,-0.7,1.2,9.3,,,14.8,59.0,1001.3,0.0
2024-11-22,2.3,-0.4,4.6,1.0,1.0,,13.6,44.0,1012.3,152.0
2024-11-23,5.0,1.1,11.4,0.0,,,16.2,40.8,1016.2,57.0
2024-11-24,14.3,10.7,17.2,0.4,,,20.6,54.0,1009.6,134.0
2024-11-25,12.2,8.9,16.4,10.1,,,12.2,53.7,1007.4,4.0
2024-11-26,8.7,7.3,10.0,0.4,,,9.8,33.0,1019.7,103.0
2024-11-27,10.9,8.1,13.8,2.0,,,16.5,50.0,1017.6,1.0
2024-11-28,7.5,4.6,9.6,0.0,,,9.7,25.9,1027.5,215.0
2024-11-29,4.7,2.5,8.1,0.0,,,9.9,24.0,1029.4,297.0
2024-11-30,3.3,1.2,7.7,0.0,,,7.6,17.0,1028.1,283.0
2024-12-01,6.1,0.5,12.1,0.0,,,12.1,22.2,1021.6,60.0
2024-12-02,10.6,8.0,12.7,1.0,,,10.6,37.0,1017.9,191.0
2024-12-03,7.0,4.7,8.5,1.8,,,6.7,30.0,1022.1,53.0
2024-12-04,5.8,3.6,8.0,0.0,,,7.2,22.2,1027.9,50.0
2024-12-05,7.3,4.9,11.9,8.4,,,15.4,48.2,1019.5,0.0
2024-12-06,9.8,8.3,12.8,0.8,,,13.4,89.0,1017.9,213.0
2024-12-07,9.3,7.1,11.7,3.4,,,20.6,63.0,1004.4,150.0
2024-12-08,7.5,6.9,8.2,5.2,,,21.1,42.6,1007.9,0.0
2024-12-09,6.1,5.4,7.1,0.6,,,19.0,35.2,1022.0,1.0
2024-12-10,5.8,4.8,6.7,0.4,,,15.4,33.3,1026.0,23.0
2024-12-11,5.2,4.7,5.6,0.0,,,11.0,22.2,1028.8,42.0
2024-12-12,4.5,2.4,5.2,0.0,,,9.4,26.0,1029.9,150.0
2024-12-13,2.5,0.7,3.8,0.0,,,7.3,28.0,1026.2,102.0
2024-12-14,3.4,1.5,5.3,0.6,,,7.2,24.0,1025.2,112.0
2024-12-15,7.0,3.8,9.7,0.0,,,8.8,33.0,1032.7,33.0
2024-12-16,9.4,8.7,9.9,0.4,,,9.4,29.6,1036.4,6.0
2024-12-17,7.3,6.2,8.4,0.4,,,9.2,28.0,1029.2,15.0
2024-12-18,10.6,7.3,13.4,1.6,,,15.2,54.0,1018.3,20.0
2024-12-19,9.4,5.0,13.5,1.2,,,18.5,57.4,1009.8,77.0
2024-12-20,5.9,3.5,8.1,1.0,,,10.9,33.3,1024.1,229.0
2024-12-21,8.8,7.3,11.3,8.1,,,13.4,46.3,1019.5,36.0
2024-12-22,7.4,4.1,11.6,3.0,,,18.0,68.5,1010.4,10.0
2024-12-23,6.9,5.9,7.8,1.2,,,17.8,57.4,1022.1,222.0
2024-12-24,6.9,5.2,8.8,0.6,,,6.7,18.0,1028.9,0.0
2024-12-25,9.5,8.9,10.0,0.4,,,4.8,17.0,1034.3,1.0
2024-12-26,7.1,5.2,8.7,0.0,,,7.3,20.4,1034.6,245.0
2024-12-27,4.2,1.1,7.4,0.0,,,5.2,18.0,1032.8,319.0
2024-12-28,0.1,-1.0,1.0,0.0,,,6.7,35.0,1031.3,40.0
2024-12-29,3.1,1.0,4.9,0.0,,,5.7,21.0,1032.2,0.0
2024-12-30,3.2,1.1,4.9,0.0,,,7.0,22.0,1032.5,22.0
2024-12-31,3.3,1.3,5.2,0.0,,,11.6,39.0,1030.1,26.0
2025-01-01,6.0,4.0,7.9,0.0,,,18.7,57.4,1021.1,1.0
2025-01-02,5.2,3.0,8.8,8.1,,,11.5,65.0,1017.0,0.0
2025-01-03,1.9,-0.2,4.5,0.0,,,7.0,21.0,1025.1,344.0
2025-01-04,-0.4,-3.4,2.4,4.4,,,10.0,31.0,1018.1,97.0
2025-01-05,10.1,1.4,12.8,0.6,,,19.8,65.0,999.0,5.0
2025-01-06,9.9,6.4,12.5,1.2,,,20.9,68.5,992.5,54.0
2025-01-07,5.7,4.0,7.4,0.0,,,15.4,46.3,1004.7,176.0
2025-01-08,6.8,4.1,11.9,15.5,,,12.7,65.0,1002.0,0.0
2025-01-09,6.4,2.6,11.1,0.4,,,14.8,52.0,1005.7,79.0
2025-01-10,4.0,2.5,5.7,0.0,,,6.3,21.0,1020.1,12.0
2025-01-11,1.3,-0.4,2.5,0.0,,,8.3,28.0,1028.9,96.0
2025-01-12,3.0,1.9,4.7,0.0,,,8.4,24.0,1039.6,52.0
2025-01-13,1.7,-2.3,3.9,0.0,,,9.4,28.0,1040.6,406.0
2025-01-14,-1.6,-4.2,2.3,0.0,,,4.1,19.0,1037.2,325.0
2025-01-15,2.1,-1.1,5.3,0.0,,,7.2,19.0,1034.8,3.0
2025-01-16,3.0,-0.1,5.3,0.0,,,8.8,26.0,1035.0,51.0
2025-01-17,0.7,-1.6,4.0,0.0,,,4.3,19.0,1036.0,126.0
2025-01-18,0.3,-1.3,2.1,0.0,,,8.1,24.1,1029.9,10.0
2025-01-19,-0.5,-2.8,2.0,0.0,,,3.9,17.0,1023.2,146.0
2025-01-20,-0.4,-2.0,2.1,0.0,,,4.9,18.0,1020.0,46.0
2025-01-21,1.7,-2.5,6.6,0.0,,,6.8,14.8,1015.4,175.0
2025-01-22,4.9,1.0,9.7,16.1,,,11.9,39.0,1004.3,3.0
2025-01-23,6.0,4.1,8.8,3.1,,,18.1,48.0,1009.7,127.0
2025-01-24,9.4,6.9,12.0,2.2,,,25.5,72.0,1006.5,0.0
2025-01-25,9.8,7.4,12.1,7.9,,,15.5,53.0,1004.7,10.0
2025-01-26,5.1,0.2,9.6,2.3,,,21.3,50.0,1004.6,39.0
2025-01-27,9.6,7.7,11.4,3.4,,,27.9,66.0,992.6,148.0
2025-01-28,7.6,6.4,10.1,7.4,,,25.1,66.7,993.8,34.0
2025-01-29,7.2,5.0,8.1,11.4,,,18.8,57.0,1005.8,61.0
2025-01-30,5.9,2.2,7.3,0.1,,,12.7,36.0,1016.5,50.0
2025-01-31,2.2,0.0,4.2,1.1,,,9.3,29.0,1028.6,14.0
2025-02-01,1.9,-1.8,6.2,0.0,,,7.0,22.2,1029.2,424.0
2025-02-02,1.1,-2.4,6.3,0.0,,,4.8,14.0,1024.4,398.0
2025-02-03,0.7,-2.4,5.3,0.0,,,3.9,19.0,1027.9,334.0
2025-02-04,1.6,-0.9,6.4,0.0,,,8.4,22.0,1029.3,134.0
2025-02-05,4.8,2.2,8.3,0.0,,,6.6,24.0,1038.1,67.0
2025-02-06,2.8,0.3,5.1,0.0,,,12.2,37.0,1037.7,8.0
2025-02-07,4.2,2.2,7.0,0.7,,,14.8,44.5,1020.9,13.0
2025-02-08,5.7,3.6,7.1,1.6,,,15.9,42.0,1018.0,41.0
2025-02-09,4.7,3.1,7.0,2.9,,,9.8,25.9,1025.3,24.0
2025-02-10,4.2,2.8,6.6,6.5,,,10.5,31.0,1019.8,3.0
2025-02-11,4.0,1.6,6.8,0.0,,,7.1,34.0,1019.5,92.0
2025-02-12,3.8,1.9,5.8,0.0,,,7.0,20.0,1018.4,3.0
2025-02-13,4.5,3.0,6.5,0.0,,,7.6,25.0,1021.1,72.0
2025-02-14,1.2,-1.2,4.3,0.0,,,10.1,26.0,1025.2,390.0
2025-02-15,0.7,-2.6,4.8,0.0,,,8.6,27.0,1021.4,258.0
2025-02-16,1.7,-1.5,6.7,0.0,,,9.4,29.0,1018.0,351.0
2025-02-17,1.7,-1.8,6.3,0.0,,,8.2,20.0,1020.7,423.0
2025-02-18,3.0,-0.9,8.9,0.0,,,10.1,30.0,1019.9,345.0
2025-02-19,5.7,0.2,11.1,0.0,,,9.5,22.2,1018.5,187.0
2025-02-20,9.7,6.0,14.6,7.3,,,13.1,29.0,1022.1,15.0
2025-02-21,12.0,8.6,15.2,0.0,,,13.8,32.0,1017.8,143.0
2025-02-22,10.4,7.7,13.0,3.9,,,13.6,38.9,1016.8,85.0
2025-02-23,9.0,4.5,14.0,0.0,,,12.0,38.0,1027.4,403.0
2025-02-24,10.2,7.9,11.7,1.0,,,16.4,46.0,1020.0,17.0
2025-02-25,7.7,6.5,8.6,16.9,,,15.6,55.5,1013.6,0.0
2025-02-26,6.7,3.4,10.0,7.1,,,17.1,47.0,1018.9,139.0
2025-02-27,5.9,2.6,9.5,0.3,,,13.1,37.0,1020.3,285.0
2025-02-28,4.7,1.3,9.2,0.0,,,10.4,36.0,1026.6,127.0
2025-03-01,3.5,0.6,7.7,0.0,,,14.8,47.0,1030.5,259.0
2025-03-02,4.5,-0.2,10.2,0.0,,,11.6,37.0,1032.0,471.0
2025-03-03,4.6,-0.7,10.5,0.0,,,5.9,22.2,1028.7,429.0
2025-03-04,5.6,0.5,12.1,0.0,,,5.5,23.0,1025.9,287.0
2025-03-05,7.6,0.9,15.4,0.0,,,4.6,21.0,1023.7,520.0
2025-03-06,9.1,3.4,15.7,0.0,,,10.6,35.0,1018.7,536.0
2025-03-07,10.5,5.9,16.0,0.0,,,10.7,31.0,1015.6,413.0
2025-03-08,11.3,6.8,17.0,0.0,,,12.3,32.0,1009.0,327.0
2025-03-09,12.1,7.9,17.2,0.0,,,9.7,25.9,1002.3,234.0
2025-03-10,10.0,7.2,12.1,5.0,,,5.6,26.0,1001.5,1.0
2025-03-11,7.3,3.9,11.9,0.2,,,7.8,42.6,1003.4,134.0
2025-03-12,4.8,1.6,7.9,1.0,,,10.8,33.3,1002.1,31.0
2025-03-13,4.6,2.5,8.4,1.4,,,10.0,22.2,1000.8,84.0
2025-03-14,3.9,0.1,8.7,0.4,,,14.3,27.8,1007.8,102.0
2025-03-15,4.8,1.4,8.9,0.0,,,23.9,31.5,1016.6,188.0
2025-03-16,6.6,3.2,11.2,0.0,,,19.5,33.3,1021.1,303.0
2025-03-17,6.9,1.5,12.5,0.0,,,17.0,27.8,1022.7,450.0
2025-03-18,7.7,2.1,13.5,0.0,,,15.4,35.2,1022.1,445.0
2025-03-19,11.6,5.0,18.7,0.0,,,6.2,46.3,1018.9,347.0
2025-03-20,12.9,6.0,19.4,0.0,,,6.9,29.6,1018.2,271.0
2025-03-21,14.2,10.5,19.4,4.0,,,10.4,37.0,1011.1,258.0
2025-03-22,12.7,10.8,17.3,3.2,,,12.3,35.2,1000.6,50.0
2025-03-23,9.6,6.5,13.2,0.4,,,10.5,32.0,1002.9,90.0
2025-03-24,10.4,4.6,15.6,0.0,,,6.6,25.9,1014.3,194.0
2025-03-25,10.3,6.8,13.8,0.0,,,9.7,37.0,1022.3,214.0
2025-03-26,9.9,6.8,14.3,0.1,,,9.8,33.3,1023.4,138.0
2025-03-27,8.8,3.4,14.2,0.0,,,8.1,32.0,1021.1,500.0
2025-03-28,7.6,3.5,11.9,2.9,,,11.8,33.3,1015.0,74.0
2025-03-29,8.6,4.7,13.0,0.0,,,13.3,42.0,1021.1,441.0
2025-03-30,9.8,5.4,14.9,0.0,,,13.2,45.0,1022.4,197.0
2025-03-31,9.1,4.9,13.7,0.0,,,10.3,34.0,1026.4,483.0
2025-04-01,8.7,4.2,13.4,0.0,,,16.2,65.0,1022.3,501.0
2025-04-02,10.8,6.2,15.7,0.0,,,16.9,44.0,1016.6,509.0
2025-04-03,13.3,7.3,19.2,0.0,,,11.1,38.0,1017.7,445.0
2025-04-04,15.3,10.2,21.8,0.0,,,10.6,40.8,1016.3,409.0
2025-04-05,15.4,9.3,22.2,0.0,,,10.3,35.0,1014.2,489.0
2025-04-06,12.2,8.2,16.4,0.0,,,13.0,38.0,1018.3,579.0
2025-04-07,9.7,4.0,15.8,0.0,,,9.0,32.0,1023.1,615.0
2025-04-08,10.8,3.9,17.1,0.0,,,6.8,35.2,1024.4,570.0
2025-04-09,11.9,6.0,17.8,0.0,,,10.9,39.0,1023.8,619.0
2025-04-10,10.6,5.0,15.6,0.0,,,11.7,37.0,1028.0,591.0
2025-04-11,12.9,5.5,20.6,0.0,,,7.7,29.6,1022.0,617.0
2025-04-12,14.0,9.0,20.0,4.5,,,12.0,40.8,1008.9,291.0
2025-04-13,14.1,11.6,17.8,2.8,,,14.2,39.0,1006.6,130.0
2025-04-14,13.0,6.9,18.6,0.0,,,9.5,37.0,1006.6,309.0
2025-04-15,13.7,10.5,18.0,5.4,,,14.7,56.0,998.1,120.0
2025-04-16,10.5,5.7,15.1,0.0,,,10.8,40.0,1008.5,283.0
2025-04-17,11.7,6.5,16.1,0.0,,,6.5,32.0,1012.4,324.0
2025-04-18,11.9,5.8,17.9,0.0,,,12.7,46.0,1012.9,481.0
2025-04-19,13.1,8.2,19.6,2.2,,,12.8,37.0,1004.9,218.0
2025-04-20,13.5,10.5,20.4,1.2,,,14.0,53.0,1004.3,235.0
2025-04-21,13.0,7.8,21.9,0.1,,,9.0,30.0,1009.5,193.0
2025-04-22,12.5,8.3,16.2,1.3,,,5.8,24.1,1017.7,88.0
2025-04-23,10.9,8.4,14.9,9.1,,,13.5,39.0,1014.2,77.0
2025-04-24,12.1,8.5,16.1,0.1,,,9.9,31.5,1018.8,134.0
2025-04-25,11.3,7.0,16.2,0.0,,,9.0,29.6,1020.8,90.0
2025-04-26,13.2,7.9,18.3,0.0,,,11.1,38.0,1019.2,298.0
2025-04-27,14.7,9.0,19.7,0.1,,,10.6,33.3,1023.4,301.0
2025-04-28,16.5,9.6,23.3,0.0,,,9.6,28.0,1025.3,577.0
2025-04-29,18.6,11.1,25.3,0.0,,,9.5,36.0,1023.7,655.0
2025-04-30,20.9,13.2,28.3,0.0,,,7.4,26.0,1020.9,626.0
2025-05-01,21.9,14.8,28.8,0.0,,,9.3,35.0,1017.6,547.0
2025-05-02,22.4,15.5,29.0,0.0,,,7.3,31.0,1015.0,509.0
2025-05-03,19.7,15.6,24.5,3.9,,,11.6,55.0,1011.0,153.0
2025-05-04,12.6,8.7,16.1,0.0,,,16.7,68.0,1013.3,222.0
2025-05-05,10.5,7.7,13.8,0.0,,,16.7,45.0,1015.7,209.0
2025-05-06,11.2,7.3,15.2,0.0,,,16.1,45.0,1018.8,277.0
2025-05-07,12.0,7.7,15.8,0.0,,,14.7,39.0,1019.3,194.0
2025-05-08,13.3,8.8,17.9,0.0,,,12.6,40.0,1016.1,209.0
2025-05-09,14.6,8.9,20.4,0.0,,,12.7,40.8,1016.4,481.0
2025-05-10,17.0,10.2,23.0,0.0,,,13.1,50.0,1015.6,564.0
